# time  ID  size  fromHost  toHost  TTL  isResponse
4900.5000 M3 37 c3 c7 300 N 
4900.5000 M1 71 c1 c10 300 N 
4900.5000 M8 35 c8 c21 300 N 
4900.5000 M7 90 c7 c30 300 N 
4900.5000 M6 95 c6 c13 300 N 
4900.5000 M0 79 c0 c37 300 N 
4900.5000 M9 22 c9 c33 300 N 
4900.5000 M5 91 c5 c38 300 N 
4900.5000 M12 57 c12 c1 300 N 
5600.5000 M5 47 c5 c17 300 N 
5600.5000 M13 29 c13 c25 300 N 
5600.5000 M14 52 c14 c36 300 N 
5600.5000 M8 24 c8 c10 300 N 
5600.5000 M4 40 c4 c3 300 N 
5600.5000 M11 36 c11 c13 300 N 
5600.5000 M3 12 c3 c12 300 N 
5600.5000 M0 46 c0 c0 300 N 
5600.5000 M2 11 c2 c23 300 N 
5600.5000 M9 40 c9 c21 300 N 
5600.5000 M7 54 c7 c20 300 N 
5600.5000 M12 73 c12 c10 300 N 
5600.5000 M6 55 c6 c37 300 N 
5600.5000 M1 32 c1 c25 300 N 
5600.5000 M10 15 c10 c6 300 N 
6300.5000 M7 78 c7 c19 300 N 
6300.5000 M11 89 c11 c11 300 N 
6300.5000 M8 69 c8 c16 300 N 
6300.5000 M4 74 c4 c29 300 N 
6300.5000 M2 21 c2 c38 300 N 
6300.5000 M0 87 c0 c2 300 N 
6300.5000 M14 10 c14 c30 300 N 
6300.5000 M12 78 c12 c29 300 N 
6300.5000 M1 88 c1 c14 300 N 
6300.5000 M5 48 c5 c5 300 N 
6300.5000 M13 93 c13 c16 300 N 
6300.5000 M3 99 c3 c38 300 N 
6300.5000 M10 45 c10 c28 300 N 
6300.5000 M9 52 c9 c1 300 N 
6300.5000 M6 24 c6 c20 300 N 
7000.5000 M3 62 c3 c29 300 N 
7000.5000 M0 56 c0 c1 300 N 
7000.5000 M4 34 c4 c7 300 N 
7000.5000 M14 36 c14 c24 300 N 
7000.5000 M8 97 c8 c27 300 N 
7000.5000 M1 46 c1 c1 300 N 
7000.5000 M5 20 c5 c14 300 N 
7000.5000 M9 33 c9 c13 300 N 
7000.5000 M10 33 c10 c12 300 N 
7000.5000 M2 41 c2 c4 300 N 
7000.5000 M12 57 c12 c2 300 N 
7000.5000 M13 67 c13 c36 300 N 
7000.5000 M7 32 c7 c4 300 N 
7000.5000 M11 26 c11 c28 300 N 
7000.5000 M6 30 c6 c11 300 N 
7700.5000 M9 96 c9 c9 300 N 
7700.5000 M3 36 c3 c28 300 N 
7700.5000 M12 66 c12 c4 300 N 
7700.5000 M2 70 c2 c4 300 N 
7700.5000 M1 86 c1 c18 300 N 
7700.5000 M7 92 c7 c18 300 N 
7700.5000 M5 16 c5 c32 300 N 
7700.5000 M13 78 c13 c37 300 N 
7700.5000 M11 18 c11 c17 300 N 
7700.5000 M8 77 c8 c8 300 N 
7700.5000 M0 69 c0 c8 300 N 
7700.5000 M6 65 c6 c15 300 N 
7700.5000 M4 14 c4 c4 300 N 
7700.5000 M10 84 c10 c34 300 N 
7700.5000 M14 79 c14 c18 300 N 
8400.5000 M6 54 c6 c23 300 N 
8400.5000 M1 60 c1 c36 300 N 
8400.5000 M13 87 c13 c30 300 N 
8400.5000 M10 39 c10 c26 300 N 
8400.5000 M4 97 c4 c13 300 N 
8400.5000 M8 47 c8 c38 300 N 
8400.5000 M11 57 c11 c37 300 N 
8400.5000 M12 70 c12 c28 300 N 
8400.5000 M7 53 c7 c24 300 N 
8400.5000 M3 15 c3 c19 300 N 
8400.5000 M0 25 c0 c26 300 N 
8400.5000 M9 77 c9 c26 300 N 
8400.5000 M14 11 c14 c28 300 N 
8400.5000 M2 21 c2 c26 300 N 
8400.5000 M5 24 c5 c17 300 N 
9100.5000 M9 48 c9 c5 300 N 
9100.5000 M1 67 c1 c2 300 N 
9100.5000 M12 60 c12 c32 300 N 
9100.5000 M3 33 c3 c12 300 N 
9100.5000 M5 93 c5 c7 300 N 
9100.5000 M0 69 c0 c5 300 N 
9100.5000 M10 17 c10 c16 300 N 
9100.5000 M13 75 c13 c8 300 N 
9100.5000 M11 63 c11 c23 300 N 
9100.5000 M7 75 c7 c17 300 N 
9100.5000 M6 73 c6 c3 300 N 
9100.5000 M2 75 c2 c2 300 N 
9100.5000 M14 96 c14 c4 300 N 
9100.5000 M4 87 c4 c26 300 N 
9100.5000 M8 27 c8 c17 300 N 
9800.5000 M3 65 c3 c17 300 N 
9800.5000 M6 81 c6 c14 300 N 
9800.5000 M1 96 c1 c34 300 N 
9800.5000 M0 82 c0 c8 300 N 
9800.5000 M4 86 c4 c1 300 N 
9800.5000 M14 94 c14 c10 300 N 
9800.5000 M5 27 c5 c3 300 N 
9800.5000 M12 97 c12 c23 300 N 
9800.5000 M11 41 c11 c12 300 N 
9800.5000 M9 37 c9 c38 300 N 
9800.5000 M8 99 c8 c16 300 N 
9800.5000 M10 64 c10 c12 300 N 
9800.5000 M7 16 c7 c36 300 N 
9800.5000 M2 21 c2 c37 300 N 
9800.5000 M13 65 c13 c3 300 N 
10500.5000 M4 64 c4 c35 300 N 
10500.5000 M6 21 c6 c8 300 N 
10500.5000 M14 25 c14 c10 300 N 
10500.5000 M3 55 c3 c24 300 N 
10500.5000 M11 51 c11 c20 300 N 
10500.5000 M13 13 c13 c32 300 N 
10500.5000 M10 51 c10 c5 300 N 
10500.5000 M8 69 c8 c22 300 N 
10500.5000 M9 42 c9 c27 300 N 
10500.5000 M1 89 c1 c7 300 N 
10500.5000 M5 94 c5 c31 300 N 
10500.5000 M7 35 c7 c28 300 N 
10500.5000 M0 47 c0 c5 300 N 
10500.5000 M12 24 c12 c26 300 N 
10500.5000 M2 88 c2 c13 300 N 
11200.5000 M4 20 c4 c0 300 N 
11200.5000 M2 84 c2 c5 300 N 
11200.5000 M12 45 c12 c35 300 N 
11200.5000 M7 46 c7 c19 300 N 
11200.5000 M5 39 c5 c15 300 N 
11200.5000 M10 81 c10 c10 300 N 
11200.5000 M1 46 c1 c0 300 N 
11200.5000 M6 35 c6 c5 300 N 
11200.5000 M3 92 c3 c34 300 N 
11200.5000 M8 45 c8 c21 300 N 
11200.5000 M13 73 c13 c35 300 N 
11200.5000 M11 12 c11 c0 300 N 
11200.5000 M14 76 c14 c9 300 N 
11200.5000 M9 13 c9 c2 300 N 
11200.5000 M0 64 c0 c8 300 N 
11900.5000 M9 86 c9 c22 300 N 
11900.5000 M14 25 c14 c10 300 N 
11900.5000 M12 55 c12 c12 300 N 
11900.5000 M11 72 c11 c4 300 N 
11900.5000 M6 44 c6 c27 300 N 
11900.5000 M1 74 c1 c11 300 N 
11900.5000 M3 24 c3 c26 300 N 
11900.5000 M8 55 c8 c35 300 N 
11900.5000 M4 30 c4 c11 300 N 
11900.5000 M10 61 c10 c12 300 N 
11900.5000 M0 47 c0 c28 300 N 
11900.5000 M7 73 c7 c33 300 N 
11900.5000 M2 85 c2 c30 300 N 
11900.5000 M5 17 c5 c33 300 N 
11900.5000 M13 23 c13 c12 300 N 
12600.5000 M6 68 c6 c27 300 N 
12600.5000 M10 55 c10 c26 300 N 
12600.5000 M3 47 c3 c21 300 N 
12600.5000 M7 71 c7 c34 300 N 
12600.5000 M12 87 c12 c34 300 N 
12600.5000 M4 89 c4 c38 300 N 
12600.5000 M8 54 c8 c27 300 N 
12600.5000 M9 73 c9 c1 300 N 
12600.5000 M14 77 c14 c37 300 N 
12600.5000 M5 90 c5 c3 300 N 
12600.5000 M11 79 c11 c14 300 N 
12600.5000 M1 29 c1 c26 300 N 
12600.5000 M13 78 c13 c7 300 N 
12600.5000 M0 35 c0 c30 300 N 
12600.5000 M2 46 c2 c30 300 N 
13300.5000 M4 47 c4 c18 300 N 
13300.5000 M9 75 c9 c0 300 N 
13300.5000 M0 22 c0 c7 300 N 
13300.5000 M7 48 c7 c5 300 N 
13300.5000 M10 23 c10 c7 300 N 
13300.5000 M13 32 c13 c30 300 N 
13300.5000 M6 74 c6 c35 300 N 
13300.5000 M11 56 c11 c12 300 N 
13300.5000 M3 28 c3 c8 300 N 
13300.5000 M8 23 c8 c32 300 N 
13300.5000 M2 19 c2 c37 300 N 
13300.5000 M12 36 c12 c26 300 N 
13300.5000 M5 51 c5 c0 300 N 
13300.5000 M1 49 c1 c11 300 N 
13300.5000 M14 90 c14 c26 300 N 
14000.5000 M10 67 c10 c0 300 N 
14000.5000 M13 34 c13 c34 300 N 
14000.5000 M7 25 c7 c20 300 N 
14000.5000 M12 93 c12 c14 300 N 
14000.5000 M3 18 c3 c20 300 N 
14000.5000 M5 94 c5 c5 300 N 
14000.5000 M4 55 c4 c21 300 N 
14000.5000 M11 96 c11 c17 300 N 
14000.5000 M8 40 c8 c13 300 N 
14000.5000 M9 65 c9 c31 300 N 
14000.5000 M1 89 c1 c14 300 N 
14000.5000 M6 11 c6 c23 300 N 
14000.5000 M0 32 c0 c34 300 N 
14000.5000 M14 92 c14 c13 300 N 
14000.5000 M2 78 c2 c20 300 N 
14700.5000 M10 64 c10 c6 300 N 
14700.5000 M2 96 c2 c30 300 N 
14700.5000 M5 65 c5 c15 300 N 
14700.5000 M12 36 c12 c1 300 N 
14700.5000 M8 36 c8 c25 300 N 
14700.5000 M1 25 c1 c23 300 N 
14700.5000 M7 21 c7 c3 300 N 
14700.5000 M14 40 c14 c20 300 N 
14700.5000 M0 84 c0 c9 300 N 
14700.5000 M6 97 c6 c32 300 N 
14700.5000 M9 70 c9 c35 300 N 
14700.5000 M4 87 c4 c38 300 N 
14700.5000 M11 44 c11 c4 300 N 
14700.5000 M13 28 c13 c6 300 N 
14700.5000 M3 11 c3 c35 300 N 
